-7.61502 0.0163387 
-7.32759 0.0168704 
-7.04016 0.0173668 
-6.75272 0.0181674 
-6.46529 0.0192884 
-6.17786 0.0203965 
-5.89043 0.0212346 
-5.60299 0.021951 
-5.31556 0.0229362 
-5.02813 0.0243829 
-4.7407 0.0260839 
-4.45326 0.0276681 
-4.16583 0.0289856 
-3.8784 0.0302489 
-3.59097 0.0318362 
-3.30353 0.0339856 
-3.0161 0.0366533 
-2.72867 0.0396086 
-2.44123 0.0426338 
-2.1538 0.0456639 
-1.86637 0.0487978 
-1.57894 0.0522247 
-1.2915 0.0561426 
-1.00407 0.0607194 
-0.716639 0.0661065 
-0.429207 0.0724957 
-0.141774 0.0802075 
0.145658 0.0897671 
0.433091 0.101713 
0.720523 0.115502 
1.00796 0.128399 
1.29539 0.143462 
1.58282 0.175163 
1.87025 0.198876 
2.15769 0.248714 
2.44512 0.312222 
2.73255 0.429068 
3.01998 0.716623 
3.30742 0.920774 
3.59485 0.935246 
3.88228 0.938996 
4.16971 0.939645 
4.45715 0.938895 
4.74458 0.937345 
5.03201 0.935249 
5.31944 0.932727 
5.60688 0.929832 
5.89431 0.926576 
6.18174 0.922949 
6.46917 0.918915 
6.75661 0.914421 
7.04404 0.909386 
7.33147 0.903697 
7.6189 0.897195 
7.90634 0.889655 
8.19377 0.880741 
8.4812 0.869942 
8.76864 0.856418 
9.05607 0.83869 
9.3435 0.813847 
9.63093 0.775207 
9.91837 0.704172 
10.2058 0.560602 
10.4932 0.404793 
10.7807 0.30712 
11.0681 0.244886 
11.3555 0.201922 
11.643 0.170482 
11.9304 0.146501 
12.2178 0.127648 
12.5053 0.112469 
12.7927 0.100009 
13.0801 0.0896228 
13.3676 0.080856 
13.655 0.0733749 
13.9424 0.0669305 
14.2299 0.0613336 
14.5173 0.0564382 
14.8047 0.0521297 
15.0922 0.0483159 
15.3796 0.0449197 
15.667 0.041876 
15.9544 0.0391302 
16.2419 0.0366409 
16.5293 0.0343815 
16.8167 0.0323361 
17.1042 0.0304887 
17.3916 0.0288126 
17.679 0.0272703 
17.9665 0.0258298 
18.2539 0.0244828 
18.5413 0.0232433 
18.8288 0.0221219 
19.1162 0.0211008 
19.4036 0.0201396 
19.6911 0.0192138 
19.9785 0.0183384 
20.2659 0.0175439 
20.5534 0.0168293 
20.8408 0.0161546 
